Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2025 1,CR 2025 2
Tel Govt-NS LOC,BCB-FEM,Telangana,"Prathima IMS, Karimnagar",ANAESTHESIOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,,,,,,,,1788(1),,,,
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Malla Reddy IMS, Hyderabad",ENT,-,-,-,-,940,1785(1),1785(1),1792(1),1792(1),1792(1),,,,,,,
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Gandhi Med Coll, Secunderabad",HOSPITAL ADMINISTRATION,"₹15,000*","₹67,032",1,"₹20,00,000",1200,,,,,,1798(1),1798(1),1796(1),,,,
Tel Govt-NS LOC,BCB-GEN,Telangana,"Gandhi Med Coll, Secunderabad",PATHOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",1200,,,,,,,1421(1),1799(1),,,,
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Mahavir Inst of MS, Vikarabad",ORTHOPAEDICS,"₹7,00,000",Info not available*,1*,"₹20,00,000*",700,,,,,,1343(1),1343(1),1694(1),,,,
Tel Govt-NS LOC,BCA-FEM,Telangana,"Mamata Med Coll, Khammam",ANAESTHESIOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,,,,,,,,1806(1),,,,
Tel Govt-NS LOC,BCE-GEN,Telangana,"CAIMS, Karimnagar",PAEDIATRICS,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,,1801(1),1808(1),1808(1),1808(1),,,,,,,
Tel Govt-NS LOC,SC-GEN,Telangana,"Kamineni (KAMSRC), Hyderabad",GENERAL SURGERY,"₹7,00,000",Info not available*,1*,"₹20,00,000*",650,,,,,,1605(1),1605(1),1813(1),,,,
Tel Govt-NS UNR,OPEN-GEN,Telangana,"NIMS, Hyderabad",ANAESTHESIOLOGY,"₹72,000*","₹1,16,844",1,"₹20,00,000",1498,161(1),565(1),685(1),1813(1),1713(1),,,,,,,
Tel Govt-NS UNR,BCD-GEN,Telangana,"MNR Med Coll, Sangareddy",OBG,"₹7,00,000",Info not available*,1*,"₹20,00,000*",760,822(1),1807(1),1814(1),1814(1),1814(1),,,,,,,
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Apollo IMSR, Hyderabad",EMERGENCY MEDICINE,"₹7,50,000",Info not available*,1*,"₹20,00,000*",570,1816(1),1681(1),1688(1),1688(1),1688(1),,,,,,,
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Kamineni IMS, Narketpally",ORTHOPAEDICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,,,,,,1521(1),1521(1),1467(1),,,,
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Malla Reddy IMS, Hyderabad",GENERAL SURGERY,-,-,-,-,940,1104(1),1607(2),1823(2),1823(2),1823(2),,,,,,,
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Malla Reddy(Women), Hyderabad",TBRD,-,-,-,-,1050,1271(1),1495(1),1829(1),1829(1),1829(1),,,,,,,
Tel Govt-NS LOC,BCD-GEN,Telangana,"Bhaskar Med Coll, Yenkapally",PAEDIATRICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,,1530(1),1835(1),1835(1),1835(1),,,,,,,
Tel Govt-NS LOC,SC-GEN,Telangana,"Rajiv Gandhi IMS, Adilabad",ANAESTHESIOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",Info Not Available,,,,,,1528(1),1528(1),1836(1),,,,
Tel Govt-NS UNR,BCA-FEM,Telangana,"MNR Med Coll, Sangareddy",PAEDIATRICS,"₹7,00,000",Info not available*,1*,"₹20,00,000*",760,1597(1),1830(1),1837(1),1837(1),1837(1),,,,,,,
Tel Govt-NS LOC,BCD-FEM,Telangana,"Apollo IMSR, Hyderabad",OBG,"₹7,50,000",Info not available*,1*,"₹20,00,000*",570,,,1846(1),1846(1),1846(1),,,,,,,
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Govt Med Coll, Nizamabad",ORTHOPAEDICS,"₹15,000*","₹67,032",1,"₹20,00,000",500,1010(1),1042(1),1847(1),1847(1),1847(1),730(1),730(1),830(1),,,,
Tel Govt-NS LOC,ST-FEM,Telangana,"Surabhi InstituteofMS,Siddipet",ANAESTHESIOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",530,,,,,,,,,,,,
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Mediciti IMS, Ghanpur",PSYCHIATRY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",720,,,,,,,1564(1),1855(1),,,,
Tel Govt-NS LOC,BCA-FEM,Telangana,"Kamineni IMS, Narketpally",ANAESTHESIOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,,,,,,1856(1),1856(1),1854(1),,,,
Tel Govt-NS LOC,BCB-FEM,Telangana,"Prathima IMS, Karimnagar",PAEDIATRICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,976(1),976(1),1856(1),1856(1),1856(1),,,,,,,
Tel Govt-NS LOC,BCC-GEN,Telangana,"ESIC Med Coll,Sanath Nagar",ORTHOPAEDICS,"₹2,50,000*","₹1,30,653",2*,"₹10,00,000*",690,,,,,,797(1),1530(1),1858(1),,,,
Tel Govt-NS LOC,ST-GEN,Telangana,"Gandhi Med Coll, Secunderabad",GENERAL MEDICINE,"₹15,000*","₹67,032",1,"₹20,00,000",1200,1572(1),1851(1),1858(1),1858(1),1858(1),,,,,,,
Tel Govt-NS LOC,SC-GEN,Telangana,"Prathima IMS, Karimnagar",OBG,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,,,,,,1859(1),1859(1),1857(1),,,,
Tel Govt-NS UNR,OPEN-GEN,Telangana,"Osmania Med Coll, Hyderabad",ENT,"₹15,000*","₹67,032",1,"₹20,00,000",4800,513(1),974(1),724(1),1860(1),1860(1),,,,,,,
Tel Govt-NS UNR,OPEN-FEM,Telangana,"Prathima IMS, Karimnagar",GENERAL SURGERY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,961(1),999(1),1861(1),1861(1),1861(1),,,,,,,
Tel Govt-NS LOC,BCA-FEM,Telangana,"Bhaskar Med Coll, Yenkapally",GENERAL SURGERY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,,,,,,,1561(1),1862(1),,,,
Tel Govt-NS UNR,BCD-GEN,Telangana,"Mediciti IMS, Ghanpur",GENERAL MEDICINE,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",720,866(1),872(1),1051(1),1863(1),1863(1),,,,,,,
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Kamineni (KAMSRC), Hyderabad",TBRD,"₹7,00,000",Info not available*,1*,"₹20,00,000*",650,,,1870(1),1870(1),1870(1),,,855(1),,,,
Tel Govt-NS UNR,BCE-GEN,Telangana,"SVS Med Coll, Mehboobnagar",OBG,"₹7,50,000",Info not available*,1*,"₹20,00,000*",760,1538(1),1869(1),1876(1),1876(1),1876(1),,,,,,,
Tel Govt-NS LOC,SC-GEN,Telangana,"Malla Reddy IMS, Hyderabad",RADIO DIAGNOSIS,-,-,-,-,940,779(1),907(1),1881(1),1881(1),1881(1),,,,,,,
Tel Govt-NS LOC,ST-FEM,Telangana,"Mamata AcadofMedSci,Bachupally",GENERAL MEDICINE,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",750,,,,,,1883(1),1883(1),1881(1),,,,
Tel Govt-NS LOC,SC-GEN,Telangana,"Kakatiya Med Coll, Warangal",OPHTHALMOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",1150,,,,,,1838(1),1838(1),1887(1),,,,
Tel Govt-NS LOC,SC-GEN,Telangana,"Prathima IMS, Karimnagar",RADIO DIAGNOSIS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,1880(1),1880(1),1887(1),1887(1),1887(1),1078(1),1078(1),1078(1),,,,
Tel Govt-NS LOC,BCB-FEM,Telangana,"Gandhi Med Coll, Secunderabad",ORTHOPAEDICS,"₹15,000*","₹67,032",1,"₹20,00,000",1200,1164(1),1883(1),1890(1),1890(1),1890(1),,,,,,,
Tel Govt-NS LOC,BCA-GEN,Telangana,"Kamineni (KAMSRC), Hyderabad",TBRD,"₹7,00,000",Info not available*,1*,"₹20,00,000*",650,,1888(1),1895(1),1895(1),1895(1),,,,,,,
Tel Govt-NS LOC,MIN-FEM-MSM,Telangana,"Shadan IMSRC, Peerancheru",OBG,"₹7,50,000",Info not available*,1*,"₹20,00,000*",800,828(1),828(1),1899(1),1899(1),1899(1),548(1),548(1),937(1),,,,
Tel Govt-NS UNR,SC-GEN,Telangana,"Mamata Med Coll, Khammam",RADIO DIAGNOSIS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,343(1),1479(1),1900(1),1900(1),1900(1),,,,,,,
Tel Govt-NS LOC,BCE-FEM,Telangana,"Mamata Med Coll, Khammam",GENERAL MEDICINE,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,1894(1),1894(1),1901(1),1901(1),1901(1),,,,,,,
Tel Govt-NS LOC,ST-GEN,Telangana,"Kakatiya Med Coll, Warangal",GENERAL SURGERY,"₹15,000*","₹67,032",1,"₹20,00,000",1150,,,,,,1753(1),1753(1),1902(1),,,,
Tel Govt-NS LOC,BCD-GEN,Telangana,"Osmania Med Coll, Hyderabad",PATHOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",4800,,,,,,1199(1),1199(1),1903(1),,,,
Tel Govt-NS LOC,BCA-FEM,Telangana,"Dr Patnam MRInstofMS,Chevella",GENERAL MEDICINE,"₹7,00,000",Info not available*,1*,"₹20,00,000*",540,1899(1),1899(1),1906(1),1906(1),1906(1),,,,,,,
Tel Govt-NS LOC,BCE-GEN,Telangana,"Rajiv Gandhi IMS, Adilabad",ORTHOPAEDICS,"₹15,000*","₹67,032",1,"₹20,00,000",Info Not Available,1901(1),1901(1),1908(1),1908(1),1908(1),830(1),830(1),872(1),,,,
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Malla Reddy(Women), Hyderabad",OPHTHALMOLOGY,-,-,-,-,1050,1912(1),1912(1),1919(1),1919(1),1919(1),,,,,,,
Tel Govt-NS LOC,BCE-GEN,Telangana,"MNR Med Coll, Sangareddy",ORTHOPAEDICS,"₹7,00,000",Info not available*,1*,"₹20,00,000*",760,,,,,,,,1626(1),,,,
Tel Govt-NS LOC,SC-GEN,Telangana,"NIMS, Hyderabad",EMERGENCY MEDICINE,"₹72,000*","₹1,16,844",1,"₹20,00,000",1498,,,,,,1162(1),1162(1),1925(1),,,,
Tel Govt-NS LOC,BCC-GEN,Telangana,"ESIC Med Coll,Sanath Nagar",IHBT,"₹2,50,000*","₹1,30,653",2*,"₹10,00,000*",690,,,,,,1929(1),1677(1),1676(1),,,,
Tel Govt-NS LOC,BCB-FEM,Telangana,"Malla Reddy IMS, Hyderabad",GENERAL SURGERY,-,-,-,-,940,1696(1),1923(1),1930(1),1930(1),1930(1),,,,,,,
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Rajiv Gandhi IMS, Adilabad",ORTHOPAEDICS,"₹15,000*","₹67,032",1,"₹20,00,000",Info Not Available,1180(1),1185(1),1940(1),1940(1),1940(1),744(1),744(1),856(1),,,,
Tel Govt-NS LOC,BCE-FEM,Telangana,"Prathima IMS, Karimnagar",ANAESTHESIOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,,,,,,1440(1),1440(1),1945(1),,,,
Tel Govt-NS LOC,BCD-GEN,Telangana,"Malla Reddy(Women), Hyderabad",GENERAL SURGERY,-,-,-,-,1050,1940(1),1940(1),1947(1),1947(1),1947(1),,,,,,,
Tel Govt-NS LOC,SC-GEN,Telangana,"Kamineni (KAMSRC), Hyderabad",GENERAL MEDICINE,"₹7,00,000",Info not available*,1*,"₹20,00,000*",650,1669(1),1669(1),1951(1),1951(1),1951(1),,,,,,,
Tel Govt-NS UNR,OPEN-GEN,Telangana,"Kakatiya Med Coll, Warangal",ANAESTHESIOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",1150,954(1),1325(1),1197(1),1956(1),1956(1),,,,,,,
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Govt Med Coll, Siddipet",ENT,"₹15,000*","₹67,032",1,"₹20,00,000",780,,1453(1),1958(1),1958(1),1958(1),,,,,,,
Tel Govt-NS LOC,SC-FEM,Telangana,"Kamineni (KAMSRC), Hyderabad",OBG,"₹7,00,000",Info not available*,1*,"₹20,00,000*",650,,,,,,1958(1),1958(1),1956(1),,,,
Tel Govt-NS LOC,OPEN-GEN,Telangana,"CAIMS, Karimnagar",OPHTHALMOLOGY,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,1628(1),1628(1),1960(1),1960(1),1960(1),,,,,,,
Tel Govt-NS LOC,SC-FEM,Telangana,"RVM IMSRC, Siddipet",DERMATOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",1110,,,,,,1878(1),1878(1),1964(1),,,,
Tel Govt-NS LOC,OPEN-FEM,Telangana,"CAIMS, Karimnagar",TBRD,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,1593(1),1729(1),1971(1),1971(1),1971(1),,,,,,,
Tel Govt-NS LOC,BCE-FEM,Telangana,"Mamata Med Coll, Khammam",PAEDIATRICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,1970(1),1970(1),1977(1),1977(1),1977(1),,,,,,,
Tel Govt-NS LOC,BCD-FEM,Telangana,"Apollo IMSR, Hyderabad",TBRD,"₹7,50,000",Info not available*,1*,"₹20,00,000*",570,1828(1),1828(1),1983(1),1983(1),1983(1),,,,,,,
Tel Govt-NS UNR,BCB-GEN,Telangana,"CAIMS, Karimnagar",ORTHOPAEDICS,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,1295(1),1984(1),1991(1),1991(1),1991(1),,,,,,,
Tel Govt-NS LOC,BCA-GEN,Telangana,"MNR Med Coll, Sangareddy",GENERAL SURGERY,"₹7,00,000",Info not available*,1*,"₹20,00,000*",760,,,,,,1277(1),1277(1),1992(1),,,,
Tel Govt-NS UNR,BCE-GEN,Telangana,"MNR Med Coll, Sangareddy",GENERAL MEDICINE,"₹7,00,000",Info not available*,1*,"₹20,00,000*",760,700(1),545(1),1992(1),1992(1),1992(1),,,,,,,
Tel Govt-NS UNR,SC-GEN,Telangana,"Rajiv Gandhi IMS, Adilabad",DERMATOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",Info Not Available,1399(1),1399(1),1995(1),1804(1),1804(1),,,,,,,
Tel Govt-NS LOC,SC-FEM,Telangana,"SVS Med Coll, Mehboobnagar",PAEDIATRICS,"₹7,50,000",Info not available*,1*,"₹20,00,000*",760,,,,,,,,1996(1),,,,
Tel Govt-NS LOC,BCC-GEN,Telangana,"Osmania Med Coll, Hyderabad",PATHOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",4800,,,,,,1197(1),1197(1),1933(1),,,,
Tel Govt-NS LOC,BCD-GEN,Telangana,"CAIMS, Karimnagar",OPHTHALMOLOGY,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,,,,,,,,1664(1),,,,
Tel Govt-NS LOC,BCA-GEN,Telangana,"CAIMS, Karimnagar",GENERAL SURGERY,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,,,,,,1114(1),1114(1),1741(1),,,,
Tel Govt-NS LOC,SC-GEN,Telangana,"Kakatiya Med Coll, Warangal",GENERAL SURGERY,"₹15,000*","₹67,032",1,"₹20,00,000",1150,1517(1),1962(1),2011(1),2011(1),2011(1),623(1),623(1),623(1),,,,
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Surabhi InstituteofMS,Siddipet",OBG,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",530,,1408(1),1729(2),2015(2),2015(2),,,,,,,
Tel Govt-NS UNR,BCD-GEN,Telangana,"Malla Reddy(Women), Hyderabad",EMERGENCY MEDICINE,-,-,-,-,1050,1674(1),2014(1),2021(1),2021(1),2021(1),,,,,,,
Tel Govt-NS LOC,SC-GEN,Telangana,"Prathima IMS, Karimnagar",GENERAL SURGERY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,,,,,,1692(1),1825(1),2024(1),,,,
Tel Govt-NS UNR,BCA-GEN,Telangana,"Malla Reddy IMS, Hyderabad",GENERAL SURGERY,-,-,-,-,940,1800(1),2023(1),2030(1),2030(1),2030(1),,,,,,,
Tel Govt-NS UNR,OPEN-FEM,Telangana,"Kakatiya Med Coll, Warangal",ORTHOPAEDICS,"₹15,000*","₹67,032",1,"₹20,00,000",1150,965(1),1925(1),2044(1),2044(1),2044(1),,,,,,,
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Govt Med Coll, Mahabubnagar",PATHOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",900,,,,,,1234(1),1297(1),1568(1),,,,
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Malla Reddy IMS, Hyderabad",ORTHOPAEDICS,-,-,-,-,940,1736(1),2042(1),2050(1),2050(1),2050(1),,,,,,,
Tel Govt-NS LOC,ST-GEN,Telangana,"Kakatiya Med Coll, Warangal",OBG,"₹15,000*","₹67,032",1,"₹20,00,000",1150,,,,,,1049(1),1606(1),2058(1),,,,
Tel Govt-NS LOC,ST-GEN,Telangana,"CAIMS, Karimnagar",RADIO DIAGNOSIS,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,,,,,,2060(1),2060(1),1752(1),,,,
Tel Govt-NS LOC,BCA-FEM,Telangana,"Bhaskar Med Coll, Yenkapally",TBRD,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,,,,,,1337(1),1337(1),2070(1),,,,
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Mediciti IMS, Ghanpur",TBRD,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",720,1605(1),1593(1),2072(1),2072(1),2072(1),,,,,,,
Tel Govt-NS LOC,BCE-FEM,Telangana,"Prathima IMS, Karimnagar",ORTHOPAEDICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,,,,,,1872(1),1872(1),2073(1),,,,
Tel Govt-NS UNR,MIN-FEM-MSM,Telangana,"DrVRK Womens MedColl,Aziznagar",PAEDIATRICS,"₹7,00,000",Info not available*,1*,"₹20,00,000*",500,1913(1),1913(1),2074(1),2074(1),2074(1),,,,,,,
Tel Govt-NS LOC,BCB-FEM,Telangana,"Osmania Med Coll, Hyderabad",OPHTHALMOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",4800,,,2079(1),2079(1),2079(1),,,,,,,
Tel Govt-NS LOC,BCA-GEN,Telangana,"Malla Reddy(Women), Hyderabad",OBG,-,-,-,-,1050,2074(1),2074(1),2082(1),2082(1),2082(1),,,,,,,
Tel Govt-NS LOC,ST-GEN,Telangana,"Mamata Med Coll, Khammam",RADIO DIAGNOSIS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,,,,,,2086(1),2086(1),2084(1),,,,
Tel Govt-NS LOC,BCE-GEN,Telangana,"Kakatiya Med Coll, Warangal",ANAESTHESIOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",1150,,1926(1),2093(1),2093(1),2093(1),,,,,,,
Tel Govt-NS LOC,BCB-FEM,Telangana,"Malla Reddy(Women), Hyderabad",GENERAL SURGERY,-,-,-,-,1050,,2088(1),2096(1),2096(1),2096(1),,,,,,,
Tel Govt-NS LOC,ST-GEN,Telangana,"Rajiv Gandhi IMS, Adilabad",OBG,"₹15,000*","₹67,032",1,"₹20,00,000",Info Not Available,,,,,,1689(1),1689(1),2102(1),,,,
Tel Govt-NS LOC,ST-FEM,Telangana,"CAIMS, Karimnagar",DERMATOLOGY,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,,,,,,2105(1),2105(1),2103(1),,,,
Tel Govt-NS LOC,SC-GEN,Telangana,"Bhaskar Med Coll, Yenkapally",GENERAL MEDICINE,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,,2110(1),2118(1),2118(1),2118(1),1354(1),1354(1),1421(1),,,,
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Prathima IMS, Karimnagar",GENERAL SURGERY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,1586(1),1931(1),2121(1),2121(1),2121(1),723(1),723(1),723(1),,,,
Tel Govt-NS LOC,OPEN-GEN,Telangana,"MNR Med Coll, Sangareddy",TBRD,"₹7,00,000",Info not available*,1*,"₹20,00,000*",760,1643(1),1863(1),2130(1),2130(1),2130(1),,,,,,,
Tel Govt-NS LOC,SC-GEN,Telangana,"Mamata Med Coll, Khammam",OBG,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,,,,,,2030(1),2030(1),2134(2),,,,
Tel Govt-NS LOC,OPEN-GEN,Telangana,"MNR Med Coll, Sangareddy",PSYCHIATRY,"₹7,00,000",Info not available*,1*,"₹20,00,000*",760,,,,,,1503(1),1503(1),1905(1),2136(1),,,
Tel Govt-NS LOC,OPEN-GEN,Telangana,"ESIC Med Coll,Sanath Nagar",PSYCHIATRY,"₹2,50,000*","₹1,30,653",2*,"₹10,00,000*",690,1220(1),1915(1),2140(1),2140(1),2140(1),801(1),801(1),852(1),,,,
Tel Govt-NS LOC,SC-GEN,Telangana,"Mediciti IMS, Ghanpur",OBG,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",720,,,,,,2140(1),2140(1),2138(1),,,,
Tel Govt-NS LOC,BCE-GEN,Telangana,"Maheshwara Med Coll, Medak",ANAESTHESIOLOGY,"₹7,00,000",Info not available*,1*,"₹20,00,000*",745,,,,,,1508(1),1508(1),1784(1),,,,
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Kamineni IMS, Narketpally",PSYCHIATRY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,,,,,,1324(1),1324(1),1817(1),,,,
Tel Govt-NS LOC,BCE-GEN,Telangana,"Mahavir Inst of MS, Vikarabad",ORTHOPAEDICS,"₹7,00,000",Info not available*,1*,"₹20,00,000*",700,,,,,,1563(1),1563(1),1803(1),,,,
Tel Govt-NS LOC,SC-GEN,Telangana,"Kakatiya Med Coll, Warangal",TBRD,"₹15,000*","₹67,032",1,"₹20,00,000",1150,1843(1),2157(1),2165(1),2165(1),2165(1),,,,,,,
Tel Govt-NS LOC,BCA-GEN,Telangana,"SVS Med Coll, Mehboobnagar",ENT,"₹7,50,000",Info not available*,1*,"₹20,00,000*",760,,,,,,,,2166(1),,,,
Tel Govt-NS LOC,BCE-GEN,Telangana,"SVS Med Coll, Mehboobnagar",TBRD,"₹7,50,000",Info not available*,1*,"₹20,00,000*",760,2186(1),2186(1),2194(1),2194(1),2194(1),,,,,,,
Tel Govt-NS UNR,BCE-GEN,Telangana,"MNR Med Coll, Sangareddy",GENERAL SURGERY,"₹7,00,000",Info not available*,1*,"₹20,00,000*",760,1982(1),1985(1),2189(1),2201(1),2201(1),,,,,,,
Tel Govt-NS LOC,BCA-GEN,Telangana,"Dr Patnam MRInstofMS,Chevella",OBG,"₹7,00,000",Info not available*,1*,"₹20,00,000*",540,2198(1),2198(1),2207(1),2207(1),2207(1),,,,,,,
Tel Govt-NS LOC,BCA-GEN,Telangana,"Mamata Med Coll, Khammam",OPHTHALMOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,,,,,,1609(1),1609(1),2209(1),,,,
Tel Govt-NS LOC,OPEN-FEM,Telangana,"SVS Med Coll, Mehboobnagar",PATHOLOGY,"₹4,60,000",Info not available*,1*,"₹20,00,000*",760,,,,,,2167(1),2210(1),2208(1),,,,
Tel Govt-NS LOC,BCA-FEM,Telangana,"Mamata Med Coll, Khammam",OBG,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,,,2211(1),2211(1),2211(1),,,,,,,
Tel Govt-NS LOC,SC-GEN,Telangana,"RVM IMSRC, Siddipet",DERMATOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",1110,2203(1),2203(1),2212(1),2212(1),2212(1),,,,,,,
Tel Govt-NS UNR,BCB-GEN,Telangana,"Malla Reddy IMS, Hyderabad",TBRD,-,-,-,-,940,1241(1),1433(1),1672(1),2221(1),2221(1),,,,,,,
Tel Govt-NS LOC,BCB-FEM,Telangana,"Kakatiya Med Coll, Warangal",PATHOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",1150,,,,,,1625(1),1625(1),1897(1),,,,
Tel Govt-NS LOC,BCA-GEN,Telangana,"Rajiv Gandhi IMS, Adilabad",ANAESTHESIOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",Info Not Available,1746(1),1746(1),2237(1),2237(1),2237(1),,,,,,,
Tel Govt-NS LOC,BCB-GEN,Telangana,"Rajiv Gandhi IMS, Adilabad",ENT,"₹15,000*","₹67,032",1,"₹20,00,000",Info Not Available,1791(1),1791(1),2242(1),2242(1),2242(1),,,,,,,
Tel Govt-NS LOC,BCB-FEM,Telangana,"MNR Med Coll, Sangareddy",TBRD,"₹7,00,000",Info not available*,1*,"₹20,00,000*",760,1964(1),1964(1),2247(1),2247(1),2247(1),,,,,,,
Tel Govt-NS LOC,ST-FEM,Telangana,"Mamata AcadofMedSci,Bachupally",ORTHOPAEDICS,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",750,,,,,,,,,,,,
Tel Govt-NS LOC,SC-GEN,Telangana,"MNR Med Coll, Sangareddy",TBRD,"₹7,00,000",Info not available*,1*,"₹20,00,000*",760,,,,,,2250(1),2250(1),2046(1),,,,
Tel Govt-NS LOC,BCB-FEM,Telangana,"Prathima IMS, Karimnagar",ORTHOPAEDICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,,,,,,1951(1),1951(1),1949(1),,,,
Tel Govt-NS LOC,BCD-GEN,Telangana,"Govt Med Coll, Nizamabad",ENT,"₹15,000*","₹67,032",1,"₹20,00,000",500,1666(1),1666(1),2258(1),2258(1),2258(1),,,,,,,
Tel Govt-NS LOC,BCE-FEM,Telangana,"Govt Med Coll, Nizamabad",PATHOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",500,,,,,,,,2261(1),,,,
Tel Govt-NS LOC,BCD-FEM,Telangana,"Mamata Med Coll, Khammam",ENT,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,2252(1),2252(1),2261(1),2261(1),2261(1),,,,,,,
Tel Govt-NS LOC,BCB-GEN,Telangana,"Govt Med Coll, Nizamabad",TBRD,"₹15,000*","₹67,032",1,"₹20,00,000",500,456(1),1136(1),1138(1),2269(2),2269(2),,,,,,,
Tel Govt-NS LOC,BCB-GEN,Telangana,"Prathima IMS, Karimnagar",PSYCHIATRY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,,,,,,,,1563(1),,,,
Tel Govt-NS LOC,SC-FEM,Telangana,"Kakatiya Med Coll, Warangal",OBG,"₹15,000*","₹67,032",1,"₹20,00,000",1150,1590(1),1599(1),2270(1),2270(1),2270(1),,1085(1),1140(1),,,,
Tel Govt-NS LOC,BCA-GEN,Telangana,"Apollo IMSR, Hyderabad",ORTHOPAEDICS,"₹7,50,000",Info not available*,1*,"₹20,00,000*",570,2263(1),2263(1),2272(1),2272(1),2272(1),,,,,,,
Tel Govt-NS LOC,BCA-FEM,Telangana,"Govt Med Coll, Nizamabad",PATHOLOGY,"₹15,000*","₹67,032",1,"₹20,00,000",500,,,,,,2108(1),2108(1),2277(1),,,,
